"","input_number","input","target_number","target","name","description","namespace"
"1271",1271,"AT5G58320","1271.1","AT5G58320","NET4A","Kinase interacting (KIP1-like) family protein [Source:NCBI gene (formerly Entrezgene);Acc:835944]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1272",1272,"AT5G58730","1272.1","AT5G58730","Mik","pfkB-like carbohydrate kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:835987]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1273",1273,"AT5G18680","1273.1","AT5G18680","TLP11","tubby like protein 11 [Source:NCBI gene (formerly Entrezgene);Acc:831986]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1274",1274,"AT5G37310","1274.1","AT5G37310","AT5G37310","Endomembrane protein 70 protein family [Source:NCBI gene (formerly Entrezgene);Acc:833705]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1275",1275,"AT5G53320","1275.1","AT5G53320","AT5G53320","Leucine-rich repeat protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:835413]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1276",1276,"AT5G01750","1276.1","AT5G01750","AT5G01750","LURP-one-like protein (DUF567) [Source:NCBI gene (formerly Entrezgene);Acc:831684]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1277",1277,"AT5G03230","1277.1","AT5G03230","AT5G03230","senescence regulator (Protein of unknown function, DUF584) [Source:NCBI gene (formerly Entrezgene);Acc:831900]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1278",1278,"AT5G58120","1278.1","AT5G58120","AT5G58120","Disease resistance protein (TIR-NBS-LRR class) family [Source:NCBI gene (formerly Entrezgene);Acc:835924]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1279",1279,"AT5G14650","1279.1","AT5G14650","AT5G14650","Pectin lyase-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:831317]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1280",1280,"AT5G25180","1280.1","AT5G25180","CYP71B14","cytochrome P450, family 71, subfamily B, polypeptide 14 [Source:NCBI gene (formerly Entrezgene);Acc:832589]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1281",1281,"AT5G63450","1281.1","AT5G63450","CYP94B1","cytochrome P450, family 94, subfamily B, polypeptide 1 [Source:NCBI gene (formerly Entrezgene);Acc:836464]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1282",1282,"AT5G55470","1282.1","AT5G55470","NHX3","Na+/H+ (sodium hydrogen) exchanger 3 [Source:NCBI gene (formerly Entrezgene);Acc:835640]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1283",1283,"AT5G03406","1283.1","AT5G03406","AT5G03406","Class II aaRS and biotin synthetases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:3770629]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1284",1284,"AT5G11650","1284.1","AT5G11650","AT5G11650","alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:831037]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1285",1285,"AT5G63625","1285.1","AT5G63625","AT5G63625","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,WIKIGENE"
"1286",1286,"AT5G02410","1286.1","AT5G02410","ALG10","DIE2/ALG10 family [Source:NCBI gene (formerly Entrezgene);Acc:831764]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1287",1287,"AT5G59260","1287.1","AT5G59260","AT5G59260","Concanavalin A-like lectin protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:836044]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1288",1288,"AT5G42830","1288.1","AT5G42830","AT5G42830","HXXXD-type acyl-transferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:834294]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1289",1289,"AT5G01190","1289.1","AT5G01190","LAC10","laccase 10 [Source:NCBI gene (formerly Entrezgene);Acc:831697]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1290",1290,"AT5G37780","1290.1","AT5G37780","CAM1","calmodulin 1 [Source:NCBI gene (formerly Entrezgene);Acc:833756]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1291",1291,"AT5G15820","1291.1","AT5G15820","AT5G15820","RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:831439]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1292",1292,"AT5G21430","1292.1","AT5G21430","NdhU","Chaperone DnaJ-domain superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:832247]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1293",1293,"AT5G59020","1293.1","AT5G59020","AT5G59020","hepatocyte growth factor activator, putative (DUF3527) [Source:NCBI gene (formerly Entrezgene);Acc:836019]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1294",1294,"AT5G40340","1294.1","AT5G40340","AT5G40340","Tudor/PWWP/MBT superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:834032]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1295",1295,"AT5G24390","1295.1","AT5G24390","AT5G24390","Ypt/Rab-GAP domain of gyp1p superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:832510]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1296",1296,"AT5G10240","1296.1","AT5G10240","ASN3","asparagine synthetase 3 [Source:NCBI gene (formerly Entrezgene);Acc:830888]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1297",1297,"AT5G28010","1297.1","AT5G28010","AT5G28010","Polyketide cyclase/dehydrase and lipid transport superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:832871]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1298",1298,"AT5G45260","1298.1","AT5G45260","RRS1","Disease resistance protein (TIR-NBS-LRR class) [Source:NCBI gene (formerly Entrezgene);Acc:834562]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1299",1299,"AT5G58375","1299.1","AT5G58375","AT5G58375","Methyltransferase-related protein [Source:NCBI gene (formerly Entrezgene);Acc:835950]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1300",1300,"AT5G51460","1300.1","AT5G51460","ATTPPA","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:835220]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1301",1301,"AT5G59250","1301.1","AT5G59250","AT5G59250","Major facilitator superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:836043]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1302",1302,"AT5G35370","1302.1","AT5G35370","AT5G35370","S-locus lectin protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:833498]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1303",1303,"AT5G52450","1303.1","AT5G52450","AT5G52450","MATE efflux family protein [Source:NCBI gene (formerly Entrezgene);Acc:835321]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1304",1304,"AT5G01040","1304.1","AT5G01040","LAC8","laccase 8 [Source:NCBI gene (formerly Entrezgene);Acc:831877]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1305",1305,"AT5G02220","1305.1","AT5G02220","AT5G02220","cyclin-dependent kinase inhibitor [Source:NCBI gene (formerly Entrezgene);Acc:831792]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1306",1306,"AT5G55380","1306.1","AT5G55380","AT5G55380","MBOAT (membrane bound O-acyl transferase) family protein [Source:NCBI gene (formerly Entrezgene);Acc:835631]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1307",1307,"AT5G44070","1307.1","AT5G44070","CAD1","phytochelatin synthase 1 (PCS1) [Source:NCBI gene (formerly Entrezgene);Acc:834430]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1308",1308,"AT5G01620","1308.1","AT5G01620","TBL35","TRICHOME BIREFRINGENCE-LIKE 35 [Source:NCBI gene (formerly Entrezgene);Acc:831716]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1309",1309,"AT5G55620","1309.1","AT5G55620","AT5G55620","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1310",1310,"AT5G42200","1310.1","AT5G42200","AT5G42200","RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:834225]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1311",1311,"AT5G26770","1311.1","AT5G26770","AT5G26770","myosin heavy chain, cardiac protein [Source:NCBI gene (formerly Entrezgene);Acc:832735]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1312",1312,"AT5G57010","1312.1","AT5G57010","AT5G57010","calmodulin-binding family protein [Source:NCBI gene (formerly Entrezgene);Acc:835803]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1313",1313,"AT5G57340","1313.1","AT5G57340","AT5G57340","ras guanine nucleotide exchange factor Q-like protein [Source:NCBI gene (formerly Entrezgene);Acc:835839]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1314",1314,"AT5G14895","1314.1","AT5G14895","AT5G14895","NHL domain protein [Source:NCBI gene (formerly Entrezgene);Acc:28721158]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,WIKIGENE"
"1315",1315,"AT5G05240","1315.1","AT5G05240","AT5G05240","cation-transporting ATPase [Source:NCBI gene (formerly Entrezgene);Acc:830406]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1316",1316,"AT5G02080","1316.1","AT5G02080","AT5G02080","phosphopantothenate-cysteine ligase-like protein [Source:NCBI gene (formerly Entrezgene);Acc:831921]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1317",1317,"AT5G44210","1317.1","AT5G44210","ERF9","erf domain protein 9 [Source:NCBI gene (formerly Entrezgene);Acc:834444]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1318",1318,"AT5G57710","1318.1","AT5G57710","AT5G57710","Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:835878]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1319",1319,"AT5G64990","1319.1","AT5G64990","RABH1a","RAB GTPase homolog H1A [Source:NCBI gene (formerly Entrezgene);Acc:836623]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1320",1320,"AT5G66920","1320.1","AT5G66920","sks17","SKU5 similar 17 [Source:NCBI gene (formerly Entrezgene);Acc:836826]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1321",1321,"AT5G61360","1321.1","AT5G61360","AT5G61360","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1322",1322,"AT5G64810","1322.1","AT5G64810","WRKY51","WRKY DNA-binding protein 51 [Source:NCBI gene (formerly Entrezgene);Acc:836602]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1323",1323,"AT5G04680","1323.1","AT5G04680","AT5G04680","Ankyrin repeat family protein [Source:NCBI gene (formerly Entrezgene);Acc:830346]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1324",1324,"AT5G38565","1324.1","AT5G38565","AT5G38565","F-box/FBD-like domains containing protein [Source:NCBI gene (formerly Entrezgene);Acc:833845]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1325",1325,"AT5G62610","1325.1","AT5G62610","AT5G62610","basic helix-loop-helix (bHLH) DNA-binding superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:836382]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1326",1326,"AT5G61440","1326.1","AT5G61440","ACHT5","atypical CYS HIS rich thioredoxin 5 [Source:NCBI gene (formerly Entrezgene);Acc:836265]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1327",1327,"AT5G02010","1327.1","AT5G02010","ROPGEF7","RHO guanyl-nucleotide exchange factor 7 [Source:NCBI gene (formerly Entrezgene);Acc:831858]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1328",1328,"AT5G23050","1328.1","AT5G23050","AAE17","acyl-activating enzyme 17 [Source:NCBI gene (formerly Entrezgene);Acc:832369]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1329",1329,"AT5G58790","1329.1","AT5G58790","AT5G58790","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1330",1330,"AT5G04530","1330.1","AT5G04530","KCS19","3-ketoacyl-CoA synthase 19 [Source:NCBI gene (formerly Entrezgene);Acc:830332]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1331",1331,"AT5G15930","1331.1","AT5G15930","PAM1","plant adhesion molecule 1 [Source:NCBI gene (formerly Entrezgene);Acc:831450]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1332",1332,"AT5G38880","1332.1","AT5G38880","AUG5","HAUS augmin-like complex subunit [Source:NCBI gene (formerly Entrezgene);Acc:833879]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1333",1333,"AT5G59130","1333.1","AT5G59130","AT5G59130","Subtilase family protein [Source:NCBI gene (formerly Entrezgene);Acc:836031]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1334",1334,"AT5G16910","1334.1","AT5G16910","CSLD2","cellulose-synthase like D2 [Source:NCBI gene (formerly Entrezgene);Acc:831554]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1335",1335,"AT5G64780","1335.1","AT5G64780","AT5G64780","holocarboxylase synthetase [Source:NCBI gene (formerly Entrezgene);Acc:836599]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1336",1336,"AT5G10620","1336.1","AT5G10620","AT5G10620","methyltransferase [Source:NCBI gene (formerly Entrezgene);Acc:830927]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1337",1337,"AT5G45660","1337.1","AT5G45660","AT5G45660","adenine phosphoribosyltransferase [Source:NCBI gene (formerly Entrezgene);Acc:2746194]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1338",1338,"AT5G26731","1338.1","AT5G26731","AT5G26731","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1339",1339,"AT5G62570","1339.1","AT5G62570","AT5G62570","Calmodulin binding protein-like protein [Source:NCBI gene (formerly Entrezgene);Acc:836377]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1340",1340,"AT5G23280","1340.1","AT5G23280","AT5G23280","TCP family transcription factor [Source:NCBI gene (formerly Entrezgene);Acc:832392]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1341",1341,"AT5G17760","1341.1","AT5G17760","AT5G17760","P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:831644]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1342",1342,"AT5G47580","1342.1","AT5G47580","ASG7","transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:834808]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1343",1343,"AT5G11610","1343.1","AT5G11610","AT5G11610","Exostosin family protein [Source:NCBI gene (formerly Entrezgene);Acc:831033]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1344",1344,"AT5G23130","1344.1","AT5G23130","AT5G23130","Peptidoglycan-binding LysM domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:832377]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1345",1345,"AT5G14920","1345.1","AT5G14920","AT5G14920","Gibberellin-regulated family protein [Source:NCBI gene (formerly Entrezgene);Acc:831344]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1346",1346,"AT5G07780","1346.1","AT5G07780","FH19","Actin-binding FH2 (formin homology 2) family protein [Source:NCBI gene (formerly Entrezgene);Acc:830671]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1347",1347,"AT5G46510","1347.1","AT5G46510","AT5G46510","Disease resistance protein (TIR-NBS-LRR class) family [Source:NCBI gene (formerly Entrezgene);Acc:834694]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1348",1348,"AT5G41920","1348.1","AT5G41920","AT5G41920","GRAS family transcription factor [Source:NCBI gene (formerly Entrezgene);Acc:834197]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1349",1349,"AT5G20810","1349.1","AT5G20810","AT5G20810","SAUR-like auxin-responsive protein family [Source:NCBI gene (formerly Entrezgene);Acc:832204]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1350",1350,"AT5G42130","1350.1","AT5G42130","Mfl1","Mitochondrial substrate carrier family protein [Source:NCBI gene (formerly Entrezgene);Acc:834218]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1351",1351,"AT5G05170","1351.1","AT5G05170","CEV1","Cellulose synthase family protein [Source:NCBI gene (formerly Entrezgene);Acc:830399]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1352",1352,"AT5G40760","1352.1","AT5G40760","G6PD6","glucose-6-phosphate dehydrogenase 6 [Source:NCBI gene (formerly Entrezgene);Acc:834076]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1353",1353,"AT5G60540","1353.1","AT5G60540","PDX2","pyridoxine biosynthesis 2 [Source:NCBI gene (formerly Entrezgene);Acc:836175]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1354",1354,"AT5G44575","1354.1","AT5G44575","AT5G44575","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1355",1355,"AT5G66490","1355.1","AT5G66490","AT5G66490","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1356",1356,"AT5G28610","1356.1","AT5G28610","AT5G28610","LOW protein: ATP-dependent RNA helicase DRS1-like protein [Source:NCBI gene (formerly Entrezgene);Acc:832960]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1357",1357,"AT5G57550","1357.1","AT5G57550","XTH25","xyloglucan endotransglucosylase/hydrolase 25 [Source:NCBI gene (formerly Entrezgene);Acc:835859]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1358",1358,"AT5G58960","1358.1","AT5G58960","GIL1","glucose-6-phosphate isomerase, putative (DUF641) [Source:NCBI gene (formerly Entrezgene);Acc:836013]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1359",1359,"AT5G01880","1359.1","AT5G01880","AT5G01880","RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:831691]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1360",1360,"AT5G48880","1360.1","AT5G48880","KAT5","peroxisomal 3-keto-acyl-CoA thiolase 2 [Source:NCBI gene (formerly Entrezgene);Acc:834946]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1361",1361,"AT5G11800","1361.1","AT5G11800","KEA6","K+ efflux antiporter 6 [Source:NCBI gene (formerly Entrezgene);Acc:831053]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
