"","input_number","input","target_number","target","name","description","namespace"
"203",202,"AT1G07160","202.1","AT1G07160","AT1G07160","Protein phosphatase 2C family protein [Source:NCBI gene (formerly Entrezgene);Acc:837227]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"204",203,"AT1G21440","203.1","AT1G21440","AT1G21440","Phosphoenolpyruvate carboxylase family protein [Source:NCBI gene (formerly Entrezgene);Acc:838742]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"205",204,"AT1G51670","204.1","AT1G51670","AT1G51670","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"206",205,"AT1G72470","205.1","AT1G72470","EXO70D1","exocyst subunit exo70 family protein D1 [Source:NCBI gene (formerly Entrezgene);Acc:843579]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"207",206,"AT1G31130","206.1","AT1G31130","AT1G31130","polyadenylate-binding protein 1-B-binding protein [Source:NCBI gene (formerly Entrezgene);Acc:839998]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"208",207,"AT1G72900","207.1","AT1G72900","AT1G72900","Toll-Interleukin-Resistance (TIR) domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:843621]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"209",208,"AT1G19020","208.1","AT1G19020","AT1G19020","CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase [Source:NCBI gene (formerly Entrezgene);Acc:838483]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"210",209,"AT1G16130","209.1","AT1G16130","WAKL2","wall associated kinase-like 2 [Source:NCBI gene (formerly Entrezgene);Acc:838182]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"211",210,"AT1G07135","210.1","AT1G07135","AT1G07135","glycine-rich protein [Source:NCBI gene (formerly Entrezgene);Acc:837224]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"212",211,"AT1G08340","211.1","AT1G08340","AT1G08340","Rho GTPase activating protein with PAK-box/P21-Rho-binding domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:837354]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"213",212,"AT1G74440","212.1","AT1G74440","AT1G74440","ER membrane protein, putative (DUF962) [Source:NCBI gene (formerly Entrezgene);Acc:843785]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"214",213,"AT1G64065","213.1","AT1G64065","AT1G64065","Late embryosis abundant (LEA) hydroxyproline-rich glycoprotein family [Source:NCBI gene (formerly Entrezgene);Acc:2745848]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"215",214,"AT1G69760","214.1","AT1G69760","AT1G69760","suppressor SRP40-like protein [Source:NCBI gene (formerly Entrezgene);Acc:843312]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"216",215,"AT1G06135","215.1","AT1G06135","AT1G06135","transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:2745743]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"217",216,"AT1G65390","216.1","AT1G65390","PP2-A5","phloem protein 2 A5 [Source:NCBI gene (formerly Entrezgene);Acc:842851]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"218",217,"AT1G18400","217.1","AT1G18400","BEE1","BR enhanced expression 1 [Source:NCBI gene (formerly Entrezgene);Acc:838421]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"219",218,"AT1G72910","218.1","AT1G72910","AT1G72910","Toll-Interleukin-Resistance (TIR) domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:843622]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"220",219,"AT1G20310","219.1","AT1G20310","AT1G20310","syringolide-induced protein [Source:NCBI gene (formerly Entrezgene);Acc:838619]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"221",220,"AT1G26920","220.1","AT1G26920","AT1G26920","zinc finger CCHC domain protein [Source:NCBI gene (formerly Entrezgene);Acc:839582]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"222",221,"AT1G06160","221.1","AT1G06160","ORA59","octadecanoid-responsive AP2/ERF 59 [Source:NCBI gene (formerly Entrezgene);Acc:837125]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"223",222,"AT1G21100","222.1","AT1G21100","IGMT1","O-methyltransferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:838706]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"224",223,"AT1G05207","223.1","AT1G05207","AT1G05207","ncRNA [Source:NCBI gene (formerly Entrezgene);Acc:28716268]","ARRAYEXPRESS,ENSG,ENTREZGENE,WIKIGENE"
"225",224,"AT1G66725","224.1","AT1G66725","ath-MIR163","ath-MIR163 [Source:miRBase;Acc:MI0000196]","ARRAYEXPRESS,ENSG,ENST,NASC_GENE_ID_ACC,TAIR_LOCUS"
"226",225,"AT5G26220","225.1","AT5G26220","AT5G26220","ChaC-like family protein [Source:NCBI gene (formerly Entrezgene);Acc:832691]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"227",226,"AT5G08760","226.1","AT5G08760","AT5G08760","transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:5008204]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"228",227,"AT5G52750","227.1","AT5G52750","AT5G52750","Heavy metal transport/detoxification superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:835352]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"229",228,"AT5G26030","228.1","AT5G26030","FC1","ferrochelatase 1 [Source:NCBI gene (formerly Entrezgene);Acc:832672]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"230",229,"AT5G26920","229.1","AT5G26920","CBP60G","Cam-binding protein 60-like G [Source:NCBI gene (formerly Entrezgene);Acc:832750]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"231",230,"AT5G07070","230.1","AT5G07070","CIPK2","CBL-interacting protein kinase 2 [Source:NCBI gene (formerly Entrezgene);Acc:830598]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"232",231,"AT5G45110","231.1","AT5G45110","NPR3","NPR1-like protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:834545]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"233",232,"AT5G36925","232.1","AT5G36925","AT5G36925","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"234",233,"AT5G52900","233.1","AT5G52900","MAKR6","membrane-associated kinase regulator [Source:NCBI gene (formerly Entrezgene);Acc:835367]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"235",234,"AT5G22380","234.1","AT5G22380","NAC090","NAC domain containing protein 90 [Source:NCBI gene (formerly Entrezgene);Acc:832299]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"236",235,"AT5G41180","235.1","AT5G41180","AT5G41180","leucine-rich repeat transmembrane protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:834120]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"237",236,"AT5G05300","236.1","AT5G05300","AT5G05300","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"238",237,"AT5G67450","237.1","AT5G67450","ZF1","zinc-finger protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:836881]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"239",238,"AT5G57035","238.1","AT5G57035","AT5G57035","U-box domain-containing protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:835807]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"240",239,"AT5G03230","239.1","AT5G03230","AT5G03230","senescence regulator (Protein of unknown function, DUF584) [Source:NCBI gene (formerly Entrezgene);Acc:831900]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"241",240,"AT5G58120","240.1","AT5G58120","AT5G58120","Disease resistance protein (TIR-NBS-LRR class) family [Source:NCBI gene (formerly Entrezgene);Acc:835924]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"242",241,"AT5G18470","241.1","AT5G18470","AT5G18470","Curculin-like (mannose-binding) lectin family protein [Source:NCBI gene (formerly Entrezgene);Acc:831965]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"243",242,"AT5G52340","242.1","AT5G52340","EXO70A2","exocyst subunit exo70 family protein A2 [Source:NCBI gene (formerly Entrezgene);Acc:835310]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"244",243,"AT5G11650","243.1","AT5G11650","AT5G11650","alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:831037]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"245",244,"AT5G52390","244.1","AT5G52390","AT5G52390","PAR1 protein [Source:NCBI gene (formerly Entrezgene);Acc:835315]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"246",245,"AT5G45630","245.1","AT5G45630","AT5G45630","senescence regulator (Protein of unknown function, DUF584) [Source:NCBI gene (formerly Entrezgene);Acc:834603]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"247",246,"AT5G28345","246.1","AT5G28345","AT5G28345","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,WIKIGENE"
"248",247,"AT5G44070","247.1","AT5G44070","CAD1","phytochelatin synthase 1 (PCS1) [Source:NCBI gene (formerly Entrezgene);Acc:834430]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"249",248,"AT5G15870","248.1","AT5G15870","AT5G15870","glycosyl hydrolase family 81 protein [Source:NCBI gene (formerly Entrezgene);Acc:831444]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"250",249,"AT5G57010","249.1","AT5G57010","AT5G57010","calmodulin-binding family protein [Source:NCBI gene (formerly Entrezgene);Acc:835803]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"251",250,"AT5G44060","250.1","AT5G44060","AT5G44060","embryo sac development arrest protein [Source:NCBI gene (formerly Entrezgene);Acc:834429]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"252",251,"AT5G62570","251.1","AT5G62570","AT5G62570","Calmodulin binding protein-like protein [Source:NCBI gene (formerly Entrezgene);Acc:836377]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"253",252,"AT5G46510","252.1","AT5G46510","AT5G46510","Disease resistance protein (TIR-NBS-LRR class) family [Source:NCBI gene (formerly Entrezgene);Acc:834694]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"254",253,"AT5G11000","253.1","AT5G11000","AT5G11000","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"255",254,"AT5G58680","254.1","AT5G58680","AT5G58680","ARM repeat superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:835982]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"256",255,"AT5G28610","255.1","AT5G28610","AT5G28610","LOW protein: ATP-dependent RNA helicase DRS1-like protein [Source:NCBI gene (formerly Entrezgene);Acc:832960]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"257",256,"AT5G57550","256.1","AT5G57550","XTH25","xyloglucan endotransglucosylase/hydrolase 25 [Source:NCBI gene (formerly Entrezgene);Acc:835859]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"258",257,"AT5G54640","257.1","AT5G54640","RAT5","Histone superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:835553]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"259",258,"AT5G43070","258.1","AT5G43070","WPP1","WPP domain protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:834323]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"260",259,"AT5G04190","259.1","AT5G04190","PKS4","phytochrome kinase substrate 4 [Source:NCBI gene (formerly Entrezgene);Acc:830297]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"261",260,"AT5G45820","260.1","AT5G45820","CIPK20","CBL-interacting protein kinase 20 [Source:NCBI gene (formerly Entrezgene);Acc:834622]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"262",261,"AT5G54720","261.1","AT5G54720","AT5G54720","Ankyrin repeat family protein [Source:NCBI gene (formerly Entrezgene);Acc:835561]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"263",262,"AT5G27765","262.1","AT5G27765","AT5G27765","transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:28721204]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,WIKIGENE"
"264",263,"AT5G56960","263.1","AT5G56960","AT5G56960","basic helix-loop-helix (bHLH) DNA-binding family protein [Source:NCBI gene (formerly Entrezgene);Acc:835798]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"265",264,"AT5G64870","264.1","AT5G64870","AT5G64870","SPFH/Band 7/PHB domain-containing membrane-associated protein family [Source:NCBI gene (formerly Entrezgene);Acc:836610]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"266",265,"AT5G59780","265.1","AT5G59780","MYB59","myb domain protein 59 [Source:NCBI gene (formerly Entrezgene);Acc:836099]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"267",266,"AT5G49700","266.1","AT5G49700","AT5G49700","Putative AT-hook DNA-binding family protein [Source:NCBI gene (formerly Entrezgene);Acc:835033]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"268",267,"AT5G35735","267.1","AT5G35735","AT5G35735","Auxin-responsive family protein [Source:NCBI gene (formerly Entrezgene);Acc:833550]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"269",268,"AT5G39670","268.1","AT5G39670","AT5G39670","Calcium-binding EF-hand family protein [Source:NCBI gene (formerly Entrezgene);Acc:833963]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"270",269,"AT5G22520","269.1","AT5G22520","AT5G22520","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"271",270,"AT5G10750","270.1","AT5G10750","AT5G10750","enhanced disease resistance-like protein (DUF1336) [Source:NCBI gene (formerly Entrezgene);Acc:830942]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"272",271,"AT5G42050","271.1","AT5G42050","AT5G42050","DCD (Development and Cell Death) domain protein [Source:NCBI gene (formerly Entrezgene);Acc:834210]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"273",272,"AT5G66850","272.1","AT5G66850","MAPKKK5","mitogen-activated protein kinase kinase kinase 5 [Source:NCBI gene (formerly Entrezgene);Acc:836819]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"274",273,"AT5G22690","273.1","AT5G22690","AT5G22690","Disease resistance protein (TIR-NBS-LRR class) family [Source:NCBI gene (formerly Entrezgene);Acc:832332]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"275",274,"AT5G48540","274.1","AT5G48540","AT5G48540","receptor-like protein kinase-related family protein [Source:NCBI gene (formerly Entrezgene);Acc:834910]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"276",275,"AT5G18360","275.1","AT5G18360","AT5G18360","Disease resistance protein (TIR-NBS-LRR class) family [Source:NCBI gene (formerly Entrezgene);Acc:831954]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"277",276,"AT5G61600","276.1","AT5G61600","ERF104","ethylene response factor 104 [Source:NCBI gene (formerly Entrezgene);Acc:836281]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"278",277,"AT5G64660","277.1","AT5G64660","CMPG2","CYS, MET, PRO, and GLY protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:836587]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"279",278,"AT5G54490","278.1","AT5G54490","PBP1","pinoid-binding protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:835537]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"280",279,"AT5G62470","279.1","AT5G62470","MYB96","myb domain protein 96 [Source:NCBI gene (formerly Entrezgene);Acc:836367]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"281",280,"AT5G46910","280.1","AT5G46910","AT5G46910","Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein [Source:NCBI gene (formerly Entrezgene);Acc:834736]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"282",281,"AT5G45340","281.1","AT5G45340","CYP707A3","cytochrome P450, family 707, subfamily A, polypeptide 3 [Source:NCBI gene (formerly Entrezgene);Acc:834570]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"283",282,"AT5G09876","282.1","AT5G09876","AT5G09876","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"284",283,"AT5G15210","283.1","AT5G15210","HB30","homeobox protein 30 [Source:NCBI gene (formerly Entrezgene);Acc:831373]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"285",284,"AT5G46470","284.1","AT5G46470","RPS6","disease resistance protein (TIR-NBS-LRR class) family [Source:NCBI gene (formerly Entrezgene);Acc:834690]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"286",285,"AT5G52760","285.1","AT5G52760","AT5G52760","Copper transport protein family [Source:NCBI gene (formerly Entrezgene);Acc:835353]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"287",286,"AT5G25930","286.1","AT5G25930","AT5G25930","kinase family with leucine-rich repeat domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:832662]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"288",287,"AT5G46080","287.1","AT5G46080","AT5G46080","Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:834649]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"289",288,"AT5G09800","288.1","AT5G09800","AT5G09800","ARM repeat superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:830840]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"290",289,"AT5G01110","289.1","AT5G01110","AT5G01110","Tetratricopeptide repeat (TPR)-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:831824]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"291",290,"AT5G23420","290.1","AT5G23420","HMGB6","high-mobility group box 6 [Source:NCBI gene (formerly Entrezgene);Acc:832408]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"292",291,"AT5G59820","291.1","AT5G59820","RHL41","C2H2-type zinc finger family protein [Source:NCBI gene (formerly Entrezgene);Acc:836103]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"293",292,"AT5G18540","292.1","AT5G18540","AT5G18540","E3 ubiquitin-protein ligase [Source:NCBI gene (formerly Entrezgene);Acc:831972]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"294",293,"AT5G04930","293.1","AT5G04930","ALA1","aminophospholipid ATPase 1 [Source:NCBI gene (formerly Entrezgene);Acc:830375]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"295",294,"AT5G59520","294.1","AT5G59520","ZIP2","ZRT/IRT-like protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:836071]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
