"source","term_id","term_name","term_size","query_size","intersection_size","p_value","precision","recall","intersection"
"KEGG","KEGG:01110","Biosynthesis of secondary metabolites",1283,31,22,6.21539196577353e-07,0.709677419354839,0.0171473109898675,"AT1G08630,AT1G67980,AT1G31230,AT1G56430,AT1G16410,AT1G19670,AT5G10240,AT5G14200,AT5G42250,AT5G65010,AT5G23010,AT5G23020,AT5G65140,AT5G17330,AT3G19710,AT3G58990,AT3G02020,AT3G22740,AT2G22190,AT2G43100,AT4G13770,AT4G08040"
"KEGG","KEGG:00290","Valine, leucine and isoleucine biosynthesis",21,31,3,0.00218843142002818,0.0967741935483871,0.142857142857143,"AT5G14200,AT3G58990,AT2G43100"
"KEGG","KEGG:01100","Metabolic pathways",2337,31,23,0.00438367224146234,0.741935483870968,0.00984167736414206,"AT1G08630,AT1G71170,AT1G67980,AT1G31230,AT1G56430,AT1G78370,AT1G11580,AT1G19670,AT5G26220,AT5G10240,AT5G14200,AT5G63980,AT5G42250,AT5G65010,AT5G65140,AT5G17330,AT3G58990,AT3G02020,AT3G54600,AT3G22740,AT2G22190,AT2G43100,AT4G08040"
"KEGG","KEGG:00270","Cysteine and methionine metabolism",124,31,5,0.00438367224146234,0.161290322580645,0.0403225806451613,"AT1G31230,AT1G56430,AT3G02020,AT3G22740,AT4G08040"
"KEGG","KEGG:00300","Lysine biosynthesis",15,31,2,0.014368908970046,0.0645161290322581,0.133333333333333,"AT1G31230,AT3G02020"
"KEGG","KEGG:00261","Monobactam biosynthesis",14,31,2,0.014368908970046,0.0645161290322581,0.142857142857143,"AT1G31230,AT3G02020"
"KEGG","KEGG:00250","Alanine, aspartate and glutamate metabolism",51,31,3,0.014368908970046,0.0967741935483871,0.0588235294117647,"AT5G10240,AT5G65010,AT5G17330"
"KEGG","KEGG:00260","Glycine, serine and threonine metabolism",70,31,3,0.0296859801704814,0.0967741935483871,0.0428571428571429,"AT1G08630,AT1G31230,AT3G02020"
"KEGG","KEGG:01230","Biosynthesis of amino acids",242,31,5,0.0433237385210749,0.161290322580645,0.0206611570247934,"AT1G08630,AT1G31230,AT5G10240,AT5G65010,AT3G02020"
"WP","WP:WP4597","Glucosinolate biosynthesis from methionine",15,10,7,4.27154678821227e-10,0.7,0.466666666666667,"AT5G14200,AT5G23010,AT5G23020,AT3G19710,AT3G58990,AT2G43100,AT4G13770"
