"source","term_id","term_name","term_size","query_size","intersection_size","p_value","precision","recall","intersection"
"GO:BP","GO:0010468","regulation of gene expression",2713,618,110,0.000600102571303253,0.177993527508091,0.0405455215628456,"AT1G80840,AT1G64380,AT1G71520,AT1G02340,AT1G52880,AT1G13260,AT1G33760,AT1G53170,AT1G61470,AT1G28480,AT1G31290,AT1G14920,AT1G42990,AT1G51700,AT1G74930,AT1G24625,AT1G62300,AT1G27045,AT1G14600,AT1G27730,AT1G73830,AT1G18570,AT1G19050,AT1G68050,AT1G56010,AT1G28370,AT1G73805,AT1G22190,AT1G18400,AT1G06160,AT5G26920,AT5G22380,AT5G67450,AT5G56960,AT5G59780,AT5G61600,AT5G62470,AT5G46910,AT5G23420,AT5G59820,AT5G15830,AT5G48250,AT5G04820,AT5G59450,AT5G16560,AT5G24110,AT5G49520,AT5G22250,AT5G24590,AT5G25190,AT5G47230,AT5G04340,AT5G21960,AT5G43630,AT3G12910,AT3G06740,AT3G23250,AT3G15210,AT3G55980,AT3G44260,AT3G50060,AT3G48360,AT3G48100,AT3G49530,AT3G19580,AT3G23230,AT3G46640,AT3G21150,AT3G56710,AT3G10930,AT3G17330,AT3G46600,AT3G44350,AT3G08720,AT3G50260,AT3G46090,AT3G17609,AT2G28190,AT2G46400,AT2G32100,AT2G30040,AT2G23320,AT2G36400,AT2G37430,AT2G38470,AT2G33710,AT2G22840,AT2G44840,AT2G17040,AT2G40140,AT2G46790,AT4G17490,AT4G31800,AT4G36920,AT4G16141,AT4G31550,AT4G23810,AT4G28490,AT4G27240,AT4G11070,AT4G34410,AT4G25490,AT4G28140,AT4G24970,AT4G40060,AT4G37610,AT4G34680,AT4G25470,AT4G17500,AT4G18880"
"GO:BP","GO:0010556","regulation of macromolecule biosynthetic process",2745,618,111,0.000610376605245974,0.179611650485437,0.0404371584699454,"AT1G80840,AT1G64380,AT1G71520,AT1G02340,AT1G52880,AT1G13260,AT1G33760,AT1G53170,AT1G61470,AT1G28480,AT1G31290,AT1G14920,AT1G42990,AT1G51700,AT1G74930,AT1G24625,AT1G62300,AT1G27045,AT1G14600,AT1G27730,AT1G73830,AT1G18570,AT1G19050,AT1G68050,AT1G56010,AT1G28370,AT1G73805,AT1G22190,AT1G18400,AT1G06160,AT5G26920,AT5G22380,AT5G67450,AT5G56960,AT5G59780,AT5G61600,AT5G62470,AT5G46910,AT5G23420,AT5G59820,AT5G15830,AT5G48250,AT5G04820,AT5G59450,AT5G16560,AT5G24110,AT5G49520,AT5G22250,AT5G24590,AT5G25190,AT5G47230,AT5G04340,AT5G21960,AT5G43630,AT3G12910,AT3G06740,AT3G23250,AT3G15210,AT3G55980,AT3G44260,AT3G50060,AT3G48360,AT3G48100,AT3G49530,AT3G19580,AT3G23230,AT3G46640,AT3G21150,AT3G56710,AT3G10930,AT3G17330,AT3G46600,AT3G44350,AT3G08720,AT3G50260,AT3G46090,AT3G17609,AT2G28190,AT2G46400,AT2G32100,AT2G30040,AT2G23320,AT2G36400,AT2G37430,AT2G38470,AT2G33710,AT2G22840,AT2G44840,AT2G17040,AT2G40140,AT2G46790,AT4G17490,AT4G31800,AT4G36920,AT4G16141,AT4G31550,AT4G23810,AT4G28490,AT4G27240,AT4G11070,AT4G34410,AT4G25490,AT4G28140,AT4G24970,AT4G40060,AT4G37610,AT4G34680,AT4G25470,AT4G17500,AT4G18880,AT4G12720"
"GO:BP","GO:1901657","glycosyl compound metabolic process",143,618,14,0.000673540776356214,0.0226537216828479,0.0979020979020979,"AT1G59870,AT1G24625,AT1G18570,AT1G21120,AT1G27130,AT1G21100,AT5G44070,AT5G15210,AT5G05860,AT5G57220,AT3G16410,AT2G44490,AT2G22840,AT4G29610"
"GO:BP","GO:0009966","regulation of signal transduction",326,618,23,0.000704948400111843,0.0372168284789644,0.0705521472392638,"AT1G28380,AT1G10560,AT1G59870,AT1G17380,AT1G14920,AT1G19180,AT1G24625,AT1G19770,AT1G09950,AT1G29690,AT5G26920,AT5G45110,AT5G62470,AT5G66070,AT5G58430,AT3G15210,AT3G50060,AT3G49530,AT3G46110,AT2G46400,AT4G31550,AT4G23810,AT4G34410"
"GO:BP","GO:0052544","defense response by callose deposition in cell wall",16,618,5,0.000716580565489947,0.00809061488673139,0.3125,"AT1G59870,AT1G18570,AT5G44070,AT5G57220,AT2G44490"
"GO:BP","GO:0052482","defense response by cell wall thickening",16,618,5,0.000716580565489947,0.00809061488673139,0.3125,"AT1G59870,AT1G18570,AT5G44070,AT5G57220,AT2G44490"
"GO:BP","GO:0070647","protein modification by small protein conjugation or removal",716,618,39,0.000887943148679222,0.0631067961165049,0.0544692737430168,"AT1G66160,AT1G20823,AT1G10560,AT1G78100,AT1G22220,AT1G67530,AT1G20780,AT1G49780,AT1G60190,AT1G68050,AT5G45110,AT5G57035,AT5G64660,AT5G09800,AT5G65920,AT5G01720,AT5G27420,AT5G59550,AT5G62560,AT3G18710,AT3G46620,AT3G48360,AT3G16720,AT3G02840,AT3G47820,AT3G52450,AT3G11840,AT3G05200,AT3G49810,AT2G42620,AT2G42260,AT2G35930,AT2G28830,AT4G35480,AT4G38940,AT4G37610,AT4G36550,AT4G40070,AT4G14365"
"GO:BP","GO:0010646","regulation of cell communication",332,618,23,0.000894565367780184,0.0372168284789644,0.0692771084337349,"AT1G28380,AT1G10560,AT1G59870,AT1G17380,AT1G14920,AT1G19180,AT1G24625,AT1G19770,AT1G09950,AT1G29690,AT5G26920,AT5G45110,AT5G62470,AT5G66070,AT5G58430,AT3G15210,AT3G50060,AT3G49530,AT3G46110,AT2G46400,AT4G31550,AT4G23810,AT4G34410"
"GO:BP","GO:0023051","regulation of signaling",332,618,23,0.000894565367780184,0.0372168284789644,0.0692771084337349,"AT1G28380,AT1G10560,AT1G59870,AT1G17380,AT1G14920,AT1G19180,AT1G24625,AT1G19770,AT1G09950,AT1G29690,AT5G26920,AT5G45110,AT5G62470,AT5G66070,AT5G58430,AT3G15210,AT3G50060,AT3G49530,AT3G46110,AT2G46400,AT4G31550,AT4G23810,AT4G34410"
"GO:BP","GO:0016145","S-glycoside catabolic process",17,618,5,0.000954399288369407,0.00809061488673139,0.294117647058824,"AT1G59870,AT1G27130,AT5G44070,AT3G16410,AT2G44490"
"GO:BP","GO:0019762","glucosinolate catabolic process",17,618,5,0.000954399288369407,0.00809061488673139,0.294117647058824,"AT1G59870,AT1G27130,AT5G44070,AT3G16410,AT2G44490"
"GO:BP","GO:0002239","response to oomycetes",82,618,10,0.00117480428008432,0.0161812297734628,0.121951219512195,"AT1G59870,AT1G56510,AT1G02360,AT1G07000,AT1G73805,AT5G26920,AT3G16530,AT4G24970,AT4G02420,AT4G35985"
"GO:BP","GO:0009863","salicylic acid mediated signaling pathway",67,618,9,0.00121159216449108,0.0145631067961165,0.134328358208955,"AT1G28380,AT1G28480,AT1G29690,AT1G65390,AT5G45110,AT5G05190,AT3G48090,AT3G50930,AT4G16890"
"GO:BP","GO:0009411","response to UV",116,618,12,0.0012288586374634,0.0194174757281553,0.103448275862069,"AT1G35210,AT1G16420,AT1G56510,AT1G73805,AT5G26920,AT5G59820,AT3G45640,AT3G50930,AT3G17609,AT2G28190,AT2G01180,AT2G42260"
"GO:BP","GO:0052543","callose deposition in cell wall",28,618,6,0.00123033671670755,0.00970873786407767,0.214285714285714,"AT1G59870,AT1G18570,AT5G44070,AT5G50800,AT5G57220,AT2G44490"
"GO:BP","GO:0002764","immune response-regulating signaling pathway",40,618,7,0.00127532554547534,0.0113268608414239,0.175,"AT1G59870,AT5G66850,AT5G20480,AT3G18690,AT3G09830,AT2G39660,AT4G12720"
"GO:BP","GO:0071396","cellular response to lipid",605,618,34,0.00131442060139307,0.0550161812297735,0.056198347107438,"AT1G02340,AT1G18740,AT1G10560,AT1G17380,AT1G28480,AT1G14920,AT1G19180,AT1G24625,AT1G09950,AT1G67120,AT1G65390,AT5G26920,AT5G45110,AT5G52900,AT5G67450,AT5G62470,AT5G05860,AT5G66070,AT5G58430,AT5G59550,AT3G46620,AT3G15210,AT3G48360,AT3G15356,AT3G19580,AT3G45640,AT3G57530,AT2G13790,AT2G30020,AT2G46400,AT2G32800,AT4G31550,AT4G23810,AT4G17615"
"GO:BP","GO:0060255","regulation of macromolecule metabolic process",2904,618,114,0.00143660924622643,0.184466019417476,0.0392561983471074,"AT1G80840,AT1G64380,AT1G71520,AT1G02340,AT1G52880,AT1G13260,AT1G33760,AT1G53170,AT1G61470,AT1G28480,AT1G31290,AT1G14920,AT1G42990,AT1G51700,AT1G74930,AT1G24625,AT1G62300,AT1G27045,AT1G14600,AT1G27730,AT1G73830,AT1G18570,AT1G19050,AT1G68050,AT1G56010,AT1G28370,AT1G73805,AT1G22190,AT1G18400,AT1G06160,AT5G26920,AT5G22380,AT5G67450,AT5G56960,AT5G59780,AT5G42050,AT5G61600,AT5G62470,AT5G46910,AT5G23420,AT5G59820,AT5G15830,AT5G48250,AT5G04820,AT5G59450,AT5G16560,AT5G24110,AT5G49520,AT5G22250,AT5G24590,AT5G25190,AT5G47230,AT5G04340,AT5G21960,AT5G43630,AT3G12910,AT3G06740,AT3G23250,AT3G15210,AT3G55980,AT3G44260,AT3G50060,AT3G48360,AT3G48100,AT3G49530,AT3G19580,AT3G23230,AT3G46640,AT3G21150,AT3G56710,AT3G10930,AT3G17330,AT3G46600,AT3G44350,AT3G08720,AT3G50260,AT3G46090,AT3G17609,AT2G31865,AT2G28190,AT2G46400,AT2G32100,AT2G42260,AT2G30040,AT2G23320,AT2G36400,AT2G37430,AT2G38470,AT2G33710,AT2G22840,AT2G44840,AT2G17040,AT2G40140,AT2G46790,AT4G17490,AT4G31800,AT4G36920,AT4G16141,AT4G31550,AT4G23810,AT4G28490,AT4G27240,AT4G11070,AT4G34410,AT4G25490,AT4G28140,AT4G24970,AT4G40060,AT4G37610,AT4G34680,AT4G25470,AT4G17500,AT4G18880,AT4G12720"
"GO:BP","GO:1901698","response to nitrogen compound",119,618,12,0.00151496845042543,0.0194174757281553,0.100840336134454,"AT1G61340,AT1G59870,AT1G69890,AT1G30755,AT1G27730,AT5G59820,AT3G48360,AT3G15356,AT3G45640,AT3G16530,AT2G33580,AT4G08500"
"GO:BP","GO:0042180","ketone metabolic process",121,618,12,0.00176343110960059,0.0194174757281553,0.0991735537190083,"AT1G28380,AT1G20780,AT1G29690,AT1G73805,AT5G26920,AT5G62470,AT5G19200,AT3G09830,AT3G55840,AT2G39660,AT2G40000,AT2G41010"
"GO:BP","GO:0052386","cell wall thickening",30,618,6,0.00177091044763124,0.00970873786407767,0.2,"AT1G59870,AT1G18570,AT5G44070,AT5G50800,AT5G57220,AT2G44490"
"GO:BP","GO:0010565","regulation of ketone metabolic process",72,618,9,0.00199607138781074,0.0145631067961165,0.125,"AT1G28380,AT1G20780,AT1G29690,AT1G73805,AT5G26920,AT5G62470,AT3G09830,AT2G39660,AT2G41010"
"GO:BP","GO:0015860","purine nucleoside transmembrane transport",20,618,5,0.00204487539143078,0.00809061488673139,0.25,"AT1G57990,AT1G19770,AT4G18197,AT4G18205,AT4G18195"
"GO:BP","GO:0010224","response to UV-B",73,618,9,0.00219034046093815,0.0145631067961165,0.123287671232877,"AT1G35210,AT1G73805,AT5G26920,AT5G59820,AT3G45640,AT3G17609,AT2G28190,AT2G01180,AT2G42260"
"GO:BP","GO:0048519","negative regulation of biological process",1159,618,54,0.00220095927526597,0.087378640776699,0.0465918895599655,"AT1G80840,AT1G18740,AT1G13260,AT1G59870,AT1G61470,AT1G28480,AT1G31290,AT1G14920,AT1G20780,AT1G24625,AT1G11310,AT1G62300,AT1G67265,AT1G19770,AT1G27730,AT1G09950,AT1G68050,AT5G67450,AT5G62570,AT5G39670,AT5G46910,AT5G04820,AT5G66070,AT5G48380,AT5G66210,AT5G22250,AT5G02760,AT5G13190,AT5G58430,AT5G47910,AT3G61190,AT3G16800,AT3G15210,AT3G44260,AT3G57330,AT3G19580,AT3G46640,AT3G11820,AT3G21150,AT3G10930,AT3G28450,AT3G17330,AT3G49810,AT3G46090,AT2G28190,AT2G42620,AT2G31880,AT2G32100,AT2G42260,AT2G36400,AT2G46790,AT4G13395,AT4G24970,AT4G40060"
"GO:BP","GO:0032940","secretion by cell",58,618,8,0.00220919265469946,0.0129449838187702,0.137931034482759,"AT1G18740,AT1G07000,AT1G72470,AT5G52340,AT5G58430,AT3G09520,AT3G11820,AT4G02350"
"GO:BP","GO:0009738","abscisic acid-activated signaling pathway",292,618,20,0.00263624120825711,0.0323624595469256,0.0684931506849315,"AT1G02340,AT1G10560,AT1G24625,AT1G09950,AT1G67120,AT5G26920,AT5G52900,AT5G67450,AT5G62470,AT5G05860,AT5G66070,AT5G58430,AT5G59550,AT3G46620,AT3G48360,AT3G19580,AT3G45640,AT3G57530,AT2G30020,AT4G17615"
"GO:BP","GO:0006887","exocytosis",46,618,7,0.0029108114791308,0.0113268608414239,0.152173913043478,"AT1G18740,AT1G07000,AT1G72470,AT5G52340,AT5G58430,AT3G09520,AT4G02350"
"GO:BP","GO:0010193","response to ozone",33,618,6,0.00291177855213143,0.00970873786407767,0.181818181818182,"AT1G72520,AT5G24110,AT3G02840,AT2G28190,AT4G23810,AT4G12720"
"GO:BP","GO:0034204","lipid translocation",13,618,4,0.00372874648405129,0.00647249190938511,0.307692307692308,"AT1G13210,AT1G72700,AT5G04930,AT3G25610"
"GO:BP","GO:0051607","defense response to virus",64,618,8,0.00425692076108482,0.0129449838187702,0.125,"AT1G31290,AT5G03210,AT5G06320,AT5G24590,AT3G11650,AT2G21120,AT2G26560,AT2G21660"
"GO:BP","GO:0044248","cellular catabolic process",199,618,15,0.00548946162457733,0.0242718446601942,0.0753768844221105,"AT1G59870,AT1G02400,AT1G27130,AT5G26220,AT5G44070,AT5G45340,AT3G55840,AT3G53260,AT3G16410,AT2G47730,AT2G44490,AT2G26080,AT2G40000,AT2G29090,AT4G39640"
"GO:BP","GO:1904823","purine nucleobase transmembrane transport",25,618,5,0.00583457023623404,0.00809061488673139,0.2,"AT1G57990,AT1G19770,AT4G18197,AT4G18205,AT4G18195"
"GO:BP","GO:0002218","activation of innate immune response",52,618,7,0.00600904472423139,0.0113268608414239,0.134615384615385,"AT1G59870,AT5G66850,AT3G15210,AT3G18690,AT3G09830,AT2G39660,AT4G12720"
"GO:BP","GO:0071407","cellular response to organic cyclic compound",180,618,14,0.00600904472423139,0.0226537216828479,0.0777777777777778,"AT1G28380,AT1G18740,AT1G59870,AT1G28480,AT1G29690,AT1G65390,AT5G45110,AT5G05190,AT3G48090,AT3G50930,AT2G13790,AT2G46400,AT2G32800,AT4G16890"
"GO:BP","GO:0002758","innate immune response-activating signaling pathway",38,618,6,0.00615643057059337,0.00970873786407767,0.157894736842105,"AT1G59870,AT5G66850,AT3G18690,AT3G09830,AT2G39660,AT4G12720"
"GO:BP","GO:0046903","secretion",68,618,8,0.00620055464980044,0.0129449838187702,0.117647058823529,"AT1G18740,AT1G07000,AT1G72470,AT5G52340,AT5G58430,AT3G09520,AT3G11820,AT4G02350"
"GO:BP","GO:0104004","cellular response to environmental stimulus",224,618,16,0.00626771215114167,0.0258899676375405,0.0714285714285714,"AT1G02340,AT1G07180,AT1G56510,AT1G19180,AT1G14280,AT1G09950,AT5G04190,AT5G05860,AT5G47910,AT5G43630,AT3G21150,AT3G56710,AT3G49810,AT3G17609,AT2G28190,AT2G46790"
"GO:BP","GO:0071214","cellular response to abiotic stimulus",224,618,16,0.00626771215114167,0.0258899676375405,0.0714285714285714,"AT1G02340,AT1G07180,AT1G56510,AT1G19180,AT1G14280,AT1G09950,AT5G04190,AT5G05860,AT5G47910,AT5G43630,AT3G21150,AT3G56710,AT3G49810,AT3G17609,AT2G28190,AT2G46790"
"GO:BP","GO:0009697","salicylic acid biosynthetic process",15,618,4,0.00634668978079901,0.00647249190938511,0.266666666666667,"AT1G73805,AT5G26920,AT3G09830,AT2G39660"
"GO:BP","GO:0016115","terpenoid catabolic process",15,618,4,0.00634668978079901,0.00647249190938511,0.266666666666667,"AT1G02400,AT5G45340,AT2G29090,AT4G19170"
"GO:BP","GO:0002253","activation of immune response",53,618,7,0.00639130702300765,0.0113268608414239,0.132075471698113,"AT1G59870,AT5G66850,AT3G15210,AT3G18690,AT3G09830,AT2G39660,AT4G12720"
"GO:BP","GO:0071395","cellular response to jasmonic acid stimulus",122,618,11,0.00639130702300765,0.0177993527508091,0.0901639344262295,"AT1G17380,AT1G28480,AT1G19180,AT1G65390,AT5G45110,AT3G15210,AT3G15356,AT2G46400,AT2G32800,AT4G31550,AT4G23810"
"GO:BP","GO:0018958","phenol-containing compound metabolic process",53,618,7,0.00639130702300765,0.0113268608414239,0.132075471698113,"AT1G28380,AT1G29690,AT1G73805,AT5G26920,AT3G09830,AT2G39660,AT2G41010"
"GO:BP","GO:0006863","purine nucleobase transport",26,618,5,0.00655061318638446,0.00809061488673139,0.192307692307692,"AT1G57990,AT1G19770,AT4G18197,AT4G18205,AT4G18195"
"GO:BP","GO:2000022","regulation of jasmonic acid mediated signaling pathway",39,618,6,0.0066421470994137,0.00970873786407767,0.153846153846154,"AT1G17380,AT1G19180,AT5G45110,AT2G46400,AT4G31550,AT4G23810"
"GO:BP","GO:0002757","immune response-activating signaling pathway",39,618,6,0.0066421470994137,0.00970873786407767,0.153846153846154,"AT1G59870,AT5G66850,AT3G18690,AT3G09830,AT2G39660,AT4G12720"
"GO:BP","GO:0080164","regulation of nitric oxide metabolic process",2,618,2,0.00725402140116039,0.00323624595469256,1,"AT1G66400,AT5G37770"
"GO:BP","GO:0097035","regulation of membrane lipid distribution",16,618,4,0.00788756223138058,0.00647249190938511,0.25,"AT1G13210,AT1G72700,AT5G04930,AT3G25610"
"GO:BP","GO:0071398","cellular response to fatty acid",126,618,11,0.00800675919449537,0.0177993527508091,0.0873015873015873,"AT1G17380,AT1G28480,AT1G19180,AT1G65390,AT5G45110,AT3G15210,AT3G15356,AT2G46400,AT2G32800,AT4G31550,AT4G23810"
"GO:BP","GO:0097306","cellular response to alcohol",323,618,20,0.00810252355840275,0.0323624595469256,0.0619195046439628,"AT1G02340,AT1G10560,AT1G24625,AT1G09950,AT1G67120,AT5G26920,AT5G52900,AT5G67450,AT5G62470,AT5G05860,AT5G66070,AT5G58430,AT5G59550,AT3G46620,AT3G48360,AT3G19580,AT3G45640,AT3G57530,AT2G30020,AT4G17615"
"GO:BP","GO:0071215","cellular response to abscisic acid stimulus",323,618,20,0.00810252355840275,0.0323624595469256,0.0619195046439628,"AT1G02340,AT1G10560,AT1G24625,AT1G09950,AT1G67120,AT5G26920,AT5G52900,AT5G67450,AT5G62470,AT5G05860,AT5G66070,AT5G58430,AT5G59550,AT3G46620,AT3G48360,AT3G19580,AT3G45640,AT3G57530,AT2G30020,AT4G17615"
"GO:BP","GO:0010119","regulation of stomatal movement",108,618,10,0.00848537943150707,0.0161812297734628,0.0925925925925926,"AT1G10560,AT1G07000,AT1G69530,AT5G49760,AT5G58430,AT3G11820,AT2G39660,AT2G21660,AT4G33050,AT4G18950"
"GO:BP","GO:1901642","nucleoside transmembrane transport",28,618,5,0.00881507907172098,0.00809061488673139,0.178571428571429,"AT1G57990,AT1G19770,AT4G18197,AT4G18205,AT4G18195"
"GO:BP","GO:0015858","nucleoside transport",28,618,5,0.00881507907172098,0.00809061488673139,0.178571428571429,"AT1G57990,AT1G19770,AT4G18197,AT4G18205,AT4G18195"
"GO:BP","GO:0009637","response to blue light",91,618,9,0.00927599487219955,0.0145631067961165,0.0989010989010989,"AT1G02340,AT1G14280,AT1G68050,AT1G05630,AT5G04190,AT5G43630,AT3G21150,AT4G40060,AT4G18950"
"GO:BP","GO:0016024","CDP-diacylglycerol biosynthetic process",17,618,4,0.0094765016843664,0.00647249190938511,0.235294117647059,"AT1G02390,AT1G75020,AT3G11430,AT4G01950"
"GO:BP","GO:0062012","regulation of small molecule metabolic process",110,618,10,0.0094765016843664,0.0161812297734628,0.0909090909090909,"AT1G28380,AT1G20780,AT1G29690,AT1G73805,AT5G26920,AT5G62470,AT3G09830,AT2G39660,AT2G41010,AT4G34410"
"GO:BP","GO:0051865","protein autoubiquitination",17,618,4,0.0094765016843664,0.00647249190938511,0.235294117647059,"AT5G59550,AT3G46620,AT3G52450,AT2G35930"
"GO:BP","GO:0046341","CDP-diacylglycerol metabolic process",17,618,4,0.0094765016843664,0.00647249190938511,0.235294117647059,"AT1G02390,AT1G75020,AT3G11430,AT4G01950"
"GO:BP","GO:0015851","nucleobase transport",29,618,5,0.00990374243031303,0.00809061488673139,0.172413793103448,"AT1G57990,AT1G19770,AT4G18197,AT4G18205,AT4G18195"
"GO:BP","GO:0043200","response to amino acid",29,618,5,0.00990374243031303,0.00809061488673139,0.172413793103448,"AT1G61340,AT3G45640,AT2G29100,AT2G29110,AT4G08500"
"GO:BP","GO:0009682","induced systemic resistance",29,618,5,0.00990374243031303,0.00809061488673139,0.172413793103448,"AT1G18570,AT5G57220,AT3G15210,AT2G44490,AT4G31550"
"GO:BP","GO:0002229","defense response to oomycetes",58,618,7,0.00990374243031303,0.0113268608414239,0.120689655172414,"AT1G59870,AT1G56510,AT1G07000,AT1G73805,AT5G26920,AT4G24970,AT4G02420"
"GO:BP","GO:0140352","export from cell",151,618,12,0.010016461307497,0.0194174757281553,0.0794701986754967,"AT1G18740,AT1G59870,AT1G61890,AT1G07000,AT1G72470,AT5G52340,AT5G52050,AT5G58430,AT5G44050,AT3G09520,AT3G11820,AT4G02350"
"GO:BP","GO:0071482","cellular response to light stimulus",132,618,11,0.0107317639139431,0.0177993527508091,0.0833333333333333,"AT1G02340,AT1G07180,AT1G56510,AT1G14280,AT5G04190,AT5G43630,AT3G21150,AT3G56710,AT3G17609,AT2G28190,AT2G46790"
"GO:BP","GO:0045088","regulation of innate immune response",94,618,9,0.011007652812139,0.0145631067961165,0.0957446808510638,"AT1G59870,AT5G05300,AT5G66850,AT5G13190,AT3G15210,AT3G18690,AT3G09830,AT2G39660,AT4G12720"
"GO:BP","GO:1900425","negative regulation of defense response to bacterium",18,618,4,0.011293988283584,0.00647249190938511,0.222222222222222,"AT5G62570,AT5G39670,AT5G66210,AT3G28450"
"GO:BP","GO:0008300","isoprenoid catabolic process",18,618,4,0.011293988283584,0.00647249190938511,0.222222222222222,"AT1G02400,AT5G45340,AT2G29090,AT4G19170"
"GO:BP","GO:0009743","response to carbohydrate",196,618,14,0.011293988283584,0.0226537216828479,0.0714285714285714,"AT1G28380,AT1G59870,AT1G18570,AT1G05630,AT1G27130,AT5G44070,AT5G66850,AT5G01820,AT5G57220,AT5G58430,AT3G48360,AT2G28190,AT2G44490,AT2G19450"
"GO:BP","GO:0010038","response to metal ion",219,618,15,0.0116085133190844,0.0242718446601942,0.0684931506849315,"AT5G26220,AT5G44070,AT5G59780,AT5G39020,AT5G22530,AT5G37770,AT5G38990,AT3G51920,AT2G28190,AT2G26560,AT2G26530,AT2G37430,AT2G40300,AT2G21660,AT4G11850"
"GO:BP","GO:0046777","protein autophosphorylation",115,618,10,0.0123727704127907,0.0161812297734628,0.0869565217391304,"AT1G09970,AT1G16130,AT5G66850,AT5G04870,AT5G49760,AT2G30040,AT2G39660,AT2G46500,AT4G08500,AT4G28490"
"GO:BP","GO:0071478","cellular response to radiation",136,618,11,0.0131646382488748,0.0177993527508091,0.0808823529411765,"AT1G02340,AT1G07180,AT1G56510,AT1G14280,AT5G04190,AT5G43630,AT3G21150,AT3G56710,AT3G17609,AT2G28190,AT2G46790"
"GO:BP","GO:0045089","positive regulation of innate immune response",62,618,7,0.0138929514214374,0.0113268608414239,0.112903225806452,"AT1G59870,AT5G66850,AT3G15210,AT3G18690,AT3G09830,AT2G39660,AT4G12720"
"GO:BP","GO:0050778","positive regulation of immune response",63,618,7,0.0151029532482771,0.0113268608414239,0.111111111111111,"AT1G59870,AT5G66850,AT3G15210,AT3G18690,AT3G09830,AT2G39660,AT4G12720"
"GO:BP","GO:0002684","positive regulation of immune system process",63,618,7,0.0151029532482771,0.0113268608414239,0.111111111111111,"AT1G59870,AT5G66850,AT3G15210,AT3G18690,AT3G09830,AT2G39660,AT4G12720"
"GO:BP","GO:0010118","stomatal movement",162,618,12,0.0171052285684664,0.0194174757281553,0.0740740740740741,"AT1G10560,AT1G07000,AT1G69530,AT5G05860,AT5G49760,AT5G58430,AT3G11820,AT3G58490,AT2G39660,AT2G21660,AT4G33050,AT4G18950"
"GO:BP","GO:0009615","response to virus",101,618,9,0.0171790400099295,0.0145631067961165,0.0891089108910891,"AT1G16030,AT1G31290,AT5G03210,AT5G06320,AT5G24590,AT3G11650,AT2G21120,AT2G26560,AT2G21660"
"GO:BP","GO:0002164","larval development",3,618,2,0.0178831609582795,0.00323624595469256,0.666666666666667,"AT2G36400,AT2G22840"
"GO:BP","GO:0061062","regulation of nematode larval development",3,618,2,0.0178831609582795,0.00323624595469256,0.666666666666667,"AT2G36400,AT2G22840"
"GO:BP","GO:0002119","nematode larval development",3,618,2,0.0178831609582795,0.00323624595469256,0.666666666666667,"AT2G36400,AT2G22840"
"GO:BP","GO:0072530","purine-containing compound transmembrane transport",34,618,5,0.0188459524528115,0.00809061488673139,0.147058823529412,"AT1G57990,AT1G19770,AT4G18197,AT4G18205,AT4G18195"
"GO:BP","GO:0050829","defense response to Gram-negative bacterium",21,618,4,0.0192547011402212,0.00647249190938511,0.19047619047619,"AT3G50950,AT3G48090,AT2G23810,AT4G28490"
"GO:BP","GO:0009612","response to mechanical stimulus",21,618,4,0.0192547011402212,0.00647249190938511,0.19047619047619,"AT5G61210,AT5G37770,AT2G41100,AT4G11280"
"GO:BP","GO:0002213","defense response to insect",35,618,5,0.0211736759041592,0.00809061488673139,0.142857142857143,"AT1G74930,AT1G65390,AT5G57220,AT3G44260,AT4G39830"
"GO:BP","GO:2000026","regulation of multicellular organismal development",381,618,21,0.0212748749164536,0.0339805825242718,0.0551181102362205,"AT1G66400,AT1G18740,AT1G20823,AT1G10560,AT1G52880,AT1G13260,AT1G59870,AT1G14920,AT1G60190,AT1G68050,AT5G62470,AT5G46910,AT5G37770,AT5G58430,AT3G06500,AT3G21150,AT2G42620,AT2G36400,AT2G19450,AT2G22840,AT2G46790"
"GO:BP","GO:0009639","response to red or far red light",242,618,15,0.027950598276562,0.0242718446601942,0.0619834710743802,"AT1G02340,AT1G14920,AT1G02400,AT1G69530,AT1G14280,AT1G18400,AT5G04190,AT5G45340,AT3G48100,AT3G21150,AT3G17609,AT2G32130,AT2G29090,AT2G46790,AT4G38860"
"GO:BP","GO:0048580","regulation of post-embryonic development",366,618,20,0.0288646508447124,0.0323624595469256,0.0546448087431694,"AT1G66400,AT1G18740,AT1G20823,AT1G10560,AT1G13260,AT1G59870,AT1G14920,AT1G60190,AT1G68050,AT5G62470,AT5G46910,AT5G37770,AT5G58430,AT3G06500,AT3G21150,AT2G42620,AT2G36400,AT2G19450,AT2G22840,AT2G46790"
"GO:BP","GO:0080135","regulation of cellular response to stress",72,618,7,0.0303870475374793,0.0113268608414239,0.0972222222222222,"AT1G09950,AT5G11250,AT5G13190,AT3G49530,AT3G45640,AT2G31865,AT4G24970"
"GO:BP","GO:0009642","response to light intensity",154,618,11,0.0318252735216872,0.0177993527508091,0.0714285714285714,"AT1G02340,AT1G11700,AT1G27730,AT1G17420,AT5G45630,AT5G59820,AT5G37770,AT2G28190,AT2G17840,AT2G41100,AT4G17490"
