"","input_number","input","target_number","target","name","description","namespace"
"323",323,"AT1G27950","323.1","AT1G27950","LTPG1","glycosylphosphatidylinositol-anchored lipid protein transfer 1 [Source:NCBI gene (formerly Entrezgene);Acc:839688]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"324",324,"AT1G04240","324.1","AT1G04240","SHY2","AUX/IAA transcriptional regulator family protein [Source:NCBI gene (formerly Entrezgene);Acc:839570]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"325",325,"AT1G27130","325.1","AT1G27130","GSTU13","glutathione S-transferase tau 13 [Source:NCBI gene (formerly Entrezgene);Acc:839602]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"326",326,"AT1G18620","326.1","AT1G18620","TRM3","LONGIFOLIA protein [Source:NCBI gene (formerly Entrezgene);Acc:838443]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"327",327,"AT1G03290","327.1","AT1G03290","AT1G03290","ELKS/Rab6-interacting/CAST family protein [Source:NCBI gene (formerly Entrezgene);Acc:838603]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"328",328,"AT1G18910","328.1","AT1G18910","AT1G18910","zinc ion binding protein [Source:NCBI gene (formerly Entrezgene);Acc:838472]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"329",329,"AT1G29690","329.1","AT1G29690","CAD1","MAC/Perforin domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:839846]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"330",330,"AT1G29430","330.1","AT1G29430","AT1G29430","SAUR-like auxin-responsive protein family [Source:NCBI gene (formerly Entrezgene);Acc:839819]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"331",331,"AT1G72920","331.1","AT1G72920","AT1G72920","Toll-Interleukin-Resistance (TIR) domain family protein [Source:NCBI gene (formerly Entrezgene);Acc:843623]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"332",332,"AT1G68460","332.1","AT1G68460","IPT1","isopentenyltransferase 1 [Source:NCBI gene (formerly Entrezgene);Acc:843175]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"333",333,"AT1G64150","333.1","AT1G64150","AT1G64150","Uncharacterized protein family (UPF0016) [Source:NCBI gene (formerly Entrezgene);Acc:842719]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"334",334,"AT1G50630","334.1","AT1G50630","AT1G50630","extracellular ligand-gated ion channel protein (DUF3537) [Source:NCBI gene (formerly Entrezgene);Acc:841485]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"335",335,"AT1G28370","335.1","AT1G28370","ERF11","ERF domain protein 11 [Source:NCBI gene (formerly Entrezgene);Acc:839733]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"336",336,"AT1G30370","336.1","AT1G30370","DLAH","alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839917]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"337",337,"AT1G75020","337.1","AT1G75020","LPAT4","lysophosphatidyl acyltransferase 4 [Source:NCBI gene (formerly Entrezgene);Acc:843840]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"338",338,"AT1G55480","338.1","AT1G55480","ZKT","protein containing PDZ domain, a K-box domain, and a TPR region [Source:NCBI gene (formerly Entrezgene);Acc:841995]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"339",339,"AT1G63720","339.1","AT1G63720","AT1G63720","hydroxyproline-rich glycoprotein family protein [Source:NCBI gene (formerly Entrezgene);Acc:842676]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"340",340,"AT1G47380","340.1","AT1G47380","AT1G47380","Protein phosphatase 2C family protein [Source:NCBI gene (formerly Entrezgene);Acc:841141]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"341",341,"AT1G55450","341.1","AT1G55450","AT1G55450","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:841992]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"342",342,"AT1G04040","342.1","AT1G04040","AT1G04040","HAD superfamily, subfamily IIIB acid phosphatase [Source:NCBI gene (formerly Entrezgene);Acc:839325]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"343",343,"AT1G34750","343.1","AT1G34750","AT1G34750","Protein phosphatase 2C family protein [Source:NCBI gene (formerly Entrezgene);Acc:840379]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"344",344,"AT1G64220","344.1","AT1G64220","TOM7-2","translocase of outer membrane 7 kDa subunit 2 [Source:NCBI gene (formerly Entrezgene);Acc:842727]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"345",345,"AT1G31220","345.1","AT1G31220","AT1G31220","Formyl transferase [Source:NCBI gene (formerly Entrezgene);Acc:840010]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"346",346,"AT1G20090","346.1","AT1G20090","ROP2","RHO-related protein from plants 2 [Source:NCBI gene (formerly Entrezgene);Acc:838598]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"347",347,"AT1G62180","347.1","AT1G62180","APR2","5'adenylylphosphosulfate reductase 2 [Source:NCBI gene (formerly Entrezgene);Acc:842514]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"348",348,"AT1G72416","348.1","AT1G72416","AT1G72416","Chaperone DnaJ-domain superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:3767688]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"349",349,"AT1G05210","349.1","AT1G05210","AT1G05210","Transmembrane protein 97, Putative [Source:NCBI gene (formerly Entrezgene);Acc:839261]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"350",350,"AT1G27210","350.1","AT1G27210","AT1G27210","ARM repeat superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839610]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"351",351,"AT1G21440","351.1","AT1G21440","AT1G21440","Phosphoenolpyruvate carboxylase family protein [Source:NCBI gene (formerly Entrezgene);Acc:838742]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"352",352,"AT1G51670","352.1","AT1G51670","AT1G51670","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"353",353,"AT1G21000","353.1","AT1G21000","AT1G21000","PLATZ transcription factor family protein [Source:NCBI gene (formerly Entrezgene);Acc:838694]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"354",354,"AT1G64680","354.1","AT1G64680","AT1G64680","beta-carotene isomerase D27 [Source:NCBI gene (formerly Entrezgene);Acc:842776]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"355",355,"AT1G21390","355.1","AT1G21390","emb2170","embryo defective 2170 [Source:NCBI gene (formerly Entrezgene);Acc:838738]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"356",356,"AT1G05090","356.1","AT1G05090","AT1G05090","dentin sialophosphoprotein-like protein [Source:NCBI gene (formerly Entrezgene);Acc:839327]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"357",357,"AT1G72470","357.1","AT1G72470","EXO70D1","exocyst subunit exo70 family protein D1 [Source:NCBI gene (formerly Entrezgene);Acc:843579]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"358",358,"AT1G12330","358.1","AT1G12330","AT1G12330","cyclin-dependent kinase-like protein [Source:NCBI gene (formerly Entrezgene);Acc:837787]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"359",359,"AT1G50732","359.1","AT1G50732","AT1G50732","transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:10723115]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"360",360,"AT1G31130","360.1","AT1G31130","AT1G31130","polyadenylate-binding protein 1-B-binding protein [Source:NCBI gene (formerly Entrezgene);Acc:839998]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"361",361,"AT1G14270","361.1","AT1G14270","AT1G14270","CAAX amino terminal protease family protein [Source:NCBI gene (formerly Entrezgene);Acc:837988]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"362",362,"AT1G75690","362.1","AT1G75690","LQY1","DnaJ/Hsp40 cysteine-rich domain superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:843903]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"363",363,"AT1G72900","363.1","AT1G72900","AT1G72900","Toll-Interleukin-Resistance (TIR) domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:843621]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"364",364,"AT1G19020","364.1","AT1G19020","AT1G19020","CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase [Source:NCBI gene (formerly Entrezgene);Acc:838483]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"365",365,"AT1G07135","365.1","AT1G07135","AT1G07135","glycine-rich protein [Source:NCBI gene (formerly Entrezgene);Acc:837224]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"366",366,"AT1G69610","366.1","AT1G69610","AT1G69610","zinc finger FYVE domain protein, putative (DUF1666) [Source:NCBI gene (formerly Entrezgene);Acc:843297]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"367",367,"AT1G23550","367.1","AT1G23550","SRO2","similar to RCD one 2 [Source:NCBI gene (formerly Entrezgene);Acc:838965]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"368",368,"AT1G28670","368.1","AT1G28670","ARAB-1","GDSL-like Lipase/Acylhydrolase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839767]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"369",369,"AT1G32690","369.1","AT1G32690","AT1G32690","DUF740 family protein [Source:NCBI gene (formerly Entrezgene);Acc:840163]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"370",370,"AT1G74440","370.1","AT1G74440","AT1G74440","ER membrane protein, putative (DUF962) [Source:NCBI gene (formerly Entrezgene);Acc:843785]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"371",371,"AT1G64065","371.1","AT1G64065","AT1G64065","Late embryosis abundant (LEA) hydroxyproline-rich glycoprotein family [Source:NCBI gene (formerly Entrezgene);Acc:2745848]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"372",372,"AT1G18400","372.1","AT1G18400","BEE1","BR enhanced expression 1 [Source:NCBI gene (formerly Entrezgene);Acc:838421]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"373",373,"AT1G72910","373.1","AT1G72910","AT1G72910","Toll-Interleukin-Resistance (TIR) domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:843622]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"374",374,"AT1G71480","374.1","AT1G71480","AT1G71480","Nuclear transport factor 2 (NTF2) family protein [Source:NCBI gene (formerly Entrezgene);Acc:843489]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"375",375,"AT1G20310","375.1","AT1G20310","AT1G20310","syringolide-induced protein [Source:NCBI gene (formerly Entrezgene);Acc:838619]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"376",376,"AT1G45130","376.1","AT1G45130","BGAL5","beta-galactosidase 5 [Source:NCBI gene (formerly Entrezgene);Acc:841080]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"377",377,"AT1G75250","377.1","AT1G75250","RL6","RAD-like 6 [Source:NCBI gene (formerly Entrezgene);Acc:843862]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"378",378,"AT1G52780","378.1","AT1G52780","AT1G52780","PII, uridylyltransferase (DUF2921) [Source:NCBI gene (formerly Entrezgene);Acc:841711]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"379",379,"AT1G08280","379.1","AT1G08280","AT1G08280","Glycosyltransferase family 29 (sialyltransferase) family protein [Source:NCBI gene (formerly Entrezgene);Acc:837348]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"380",380,"AT1G72790","380.1","AT1G72790","AT1G72790","hydroxyproline-rich glycoprotein family protein [Source:NCBI gene (formerly Entrezgene);Acc:843610]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"381",381,"AT1G19350","381.1","AT1G19350","BES1","Brassinosteroid signaling positive regulator (BZR1) family protein [Source:NCBI gene (formerly Entrezgene);Acc:838518]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"382",382,"AT1G72810","382.1","AT1G72810","AT1G72810","Pyridoxal-5'-phosphate-dependent enzyme family protein [Source:NCBI gene (formerly Entrezgene);Acc:843612]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"383",383,"AT1G05207","383.1","AT1G05207","AT1G05207","ncRNA [Source:NCBI gene (formerly Entrezgene);Acc:28716268]","ARRAYEXPRESS,ENSG,ENTREZGENE,WIKIGENE"
"384",384,"AT1G60505","384.1","AT1G60505","AT1G60505","ncRNA [Source:NCBI gene (formerly Entrezgene);Acc:5007818]","ARRAYEXPRESS,ENSG,ENTREZGENE,NASC_GENE_ID_ACC,TAIR_LOCUS,WIKIGENE"
"385",385,"AT1G66725","385.1","AT1G66725","ath-MIR163","ath-MIR163 [Source:miRBase;Acc:MI0000196]","ARRAYEXPRESS,ENSG,ENST,NASC_GENE_ID_ACC,TAIR_LOCUS"
"386",386,"AT1G11175","386.1","AT1G11175","AT1G11175","ncRNA [Source:NCBI gene (formerly Entrezgene);Acc:6241237]","ARRAYEXPRESS,ENSG,ENTREZGENE,NASC_GENE_ID_ACC,TAIR_LOCUS,WIKIGENE"
"387",387,"AT5G54610","387.1","AT5G54610","ANK","ankyrin [Source:NCBI gene (formerly Entrezgene);Acc:835550]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"388",388,"AT5G65470","388.1","AT5G65470","AT5G65470","O-fucosyltransferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:836672]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"389",389,"AT5G15730","389.1","AT5G15730","CRLK2","Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:831429]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"390",390,"AT5G08760","390.1","AT5G08760","AT5G08760","transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:5008204]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"391",391,"AT5G63810","391.1","AT5G63810","BGAL10","beta-galactosidase 10 [Source:NCBI gene (formerly Entrezgene);Acc:836501]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"392",392,"AT5G52750","392.1","AT5G52750","AT5G52750","Heavy metal transport/detoxification superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:835352]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"393",393,"AT5G14740","393.1","AT5G14740","CA2","carbonic anhydrase 2 [Source:NCBI gene (formerly Entrezgene);Acc:831326]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"394",394,"AT5G38420","394.1","AT5G38420","RBCS2B","Ribulose bisphosphate carboxylase (small chain) family protein [Source:NCBI gene (formerly Entrezgene);Acc:833829]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"395",395,"AT5G10430","395.1","AT5G10430","AGP4","arabinogalactan protein 4 [Source:NCBI gene (formerly Entrezgene);Acc:830907]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"396",396,"AT5G44020","396.1","AT5G44020","AT5G44020","HAD superfamily, subfamily IIIB acid phosphatase [Source:NCBI gene (formerly Entrezgene);Acc:834425]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"397",397,"AT5G26030","397.1","AT5G26030","FC1","ferrochelatase 1 [Source:NCBI gene (formerly Entrezgene);Acc:832672]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"398",398,"AT5G38120","398.1","AT5G38120","4CL8","AMP-dependent synthetase and ligase family protein [Source:NCBI gene (formerly Entrezgene);Acc:833792]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"399",399,"AT5G26920","399.1","AT5G26920","CBP60G","Cam-binding protein 60-like G [Source:NCBI gene (formerly Entrezgene);Acc:832750]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"400",400,"AT5G47180","400.1","AT5G47180","AT5G47180","Plant VAMP (vesicle-associated membrane protein) family protein [Source:NCBI gene (formerly Entrezgene);Acc:834764]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"401",401,"AT5G08240","401.1","AT5G08240","AT5G08240","transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:830720]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"402",402,"AT5G07070","402.1","AT5G07070","CIPK2","CBL-interacting protein kinase 2 [Source:NCBI gene (formerly Entrezgene);Acc:830598]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"403",403,"AT5G45110","403.1","AT5G45110","NPR3","NPR1-like protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:834545]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"404",404,"AT5G24530","404.1","AT5G24530","DMR6","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:832524]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"405",405,"AT5G63080","405.1","AT5G63080","AT5G63080","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:836428]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"406",406,"AT5G64490","406.1","AT5G64490","AT5G64490","ARM repeat superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:836570]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"407",407,"AT5G07690","407.1","AT5G07690","MYB29","myb domain protein 29 [Source:NCBI gene (formerly Entrezgene);Acc:830662]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"408",408,"AT5G48460","408.1","AT5G48460","AT5G48460","Actin binding Calponin homology (CH) domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:834901]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"409",409,"AT5G15350","409.1","AT5G15350","ENODL17","early nodulin-like protein 17 [Source:NCBI gene (formerly Entrezgene);Acc:831387]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"410",410,"AT5G22380","410.1","AT5G22380","NAC090","NAC domain containing protein 90 [Source:NCBI gene (formerly Entrezgene);Acc:832299]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"411",411,"AT5G41180","411.1","AT5G41180","AT5G41180","leucine-rich repeat transmembrane protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:834120]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"412",412,"AT5G06270","412.1","AT5G06270","AT5G06270","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"413",413,"AT5G05300","413.1","AT5G05300","AT5G05300","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"414",414,"AT5G19190","414.1","AT5G19190","AT5G19190","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
